"","date","column","depth","increment","variety","moisture","N2O","SP","d18O","N2ONvolume","N2ONarea","N2O_measurement","N2O_derivative","N2ONvolume_measurement","N2ONvolume_derivative","N2ONarea_measurement","N2ONarea_derivative","SP_measurement","SP_derivative","d18O_measurement","d18O_derivative","theta_w","theta_a","Ds","dCdZ","F","F_top_in","F_top_out","F_bottom_in","F_bottom_out","F_out","SP_bottom","d18O_bottom","SP_top","d18O_top","Nitrification","Denitrification","Reduction","Nitrification_2.5%","Denitrification_2.5%","Reduction_2.5%","Nitrification_25%","Denitrification_25%","Reduction_25%","Nitrification_50%","Denitrification_50%","Reduction_50%","Nitrification_75%","Denitrification_75%","Reduction_75%","Nitrification_97.5%","Denitrification_97.5%","Reduction_97.5%"
"9100",2016-01-27,"1",30,30,"Zinal",0.314794792,0.671400458368532,13.3494266588061,40.1575099483292,0.769324473494799,0.110090813506241,NA,6.87252472377209e-05,NA,7.87488370499357e-05,NA,1.08423911810621e-06,NA,0.0649276544231597,NA,-0.0422938974705721,0.259272396,0.287269865767635,1.98727404840267e-06,1.22575080397189e-08,0.0265182118341377,0,0.0265182118341377,3.36764486498307,0,0.0265182118341377,8.51695760304178,42.2774818751239,19.2294682406921,42.4287169313309,5.23893499594924,17.6315385493059,38.8146476092872,2.72013496094551,6.5619578307415,13.9103360836303,4.41005148975148,13.987559696011,30.6137627283332,5.07369676249633,16.9254762730653,37.2250384007858,6.34146860075936,22.4756124896025,49.70746895203,7.37778433654201,27.0383028709303,59.9800932528837
"9160",2016-01-28,"1",30,30,"Zinal",0.312875,0.671957312480037,13.564979025291,40.0966095493624,0.769962544992677,0.110164864138105,NA,6.94544009294292e-05,NA,7.95843203075244e-05,NA,1.32418078105549e-06,NA,0.0643241517517719,NA,-0.040019155616828,0.2583125,0.289908584024896,2.04877182946941e-06,1.48456911492056e-08,0.0331114578689014,0,0.0331114578689014,3.56214634163004,0,0.0331114578689014,8.46255737932929,42.2566569125544,19.5135511401304,42.4036484542174,5.43858159642753,17.1871550381879,37.9133848996316,4.27184812396313,12.2837888660761,26.8498617636094,4.95213101688403,15.1460074916537,33.307907911395,5.52357950085064,17.5486286271448,38.7277137339983,5.84036075690447,18.8707375338385,41.7157412693642,6.45699911110321,21.4681616210925,47.5722443626034
"9220",2016-01-29,"1",30,30,"Zinal",0.312875,0.672511452659522,13.7845466005558,40.0410845726805,0.770597506730505,0.110238682830819,NA,7.01480319840321e-05,NA,8.03791748353966e-05,NA,1.55752210885226e-06,NA,0.0633871671468039,NA,-0.0377427287708565,0.257226302,0.292894501763485,2.11995430709067e-06,1.74780075830716e-08,0.0403369179207158,0,0.0403369179207158,3.56588070600893,0,0.0403369179207158,8.40879045018934,42.2369443058493,19.7855561243508,42.3785250400998,5.43651357596699,16.2236794437207,35.8907826573057,3.36894207084093,7.91561571161883,17.0881559960058,4.73997871927399,13.4264354834937,29.5594166071356,5.69628143327787,17.2738525675516,38.2638782540044,6.14521798473955,19.0663762807352,42.3254349758349,6.93820796724031,22.2514456752828,49.5341569226362
"9280",2016-01-30,"1",30,30,"Zinal",0.312875,0.673062644210624,14.0068222252651,39.9906804197861,0.771229089781366,0.11031222989119,NA,7.08069471091592e-05,NA,8.11341340041247e-05,NA,1.78434789746898e-06,NA,0.0621734796247199,NA,-0.035493515253393,0.2571,0.293241701244813,2.12834209841952e-06,2.01531921846282e-08,0.0466949128782632,0,0.0466949128782632,3.56961160179135,0,0.0466949128782632,8.35567599895511,42.2182722496567,20.0437521884348,42.3533577958434,5.54314913241375,15.7449791450064,34.9664278852322,2.90985221355915,5.61212632593885,11.9540431909537,4.68221225250161,12.4303481659876,27.4358605175809,5.47888407331091,15.4932316524682,34.395204295306,6.74508405757339,20.3702791897658,45.4699677011689,7.80770088296798,24.4628138156955,54.7664357161646
"9340",2016-01-31,"1",30,30,"Zinal",0.312875,0.673610658733608,14.2305471427219,39.9451041791318,0.771857032433337,0.11038546662436,NA,7.143169633274e-05,NA,8.18500320227351e-05,NA,2.00473606752896e-06,NA,0.0607352654215968,NA,-0.0332950979152631,0.2571,0.293241701244813,2.12834209841952e-06,2.28699990658557e-08,0.0529897499176649,0,0.0529897499176649,3.5733307587915,0,0.0529897499176649,8.30322965004762,42.2005727370936,20.2869538921658,42.3281574364892,5.88416772742116,16.1524328677377,36.0688157629689,3.984272763113,9.14578857147728,20.0973711180056,5.54164465146088,14.8914489799775,33.1955204425474,5.99583272148003,16.5659376301088,37.0109158897891,6.27819853786325,17.5985022834907,39.3672196809162,7.40930929488929,21.7815552986797,48.9005076823508
"9400",2016-02-01,"1",30,30,"Zinal",0.312875,0.67415527412966,14.4545304160947,39.9040385301129,0.772481080194405,0.110458355336076,NA,7.20228113484394e-05,NA,8.25273914177606e-05,NA,2.21877485267923e-06,NA,0.0591197393749146,NA,-0.0311660767942748,0.2571,0.293241701244813,2.12834209841952e-06,2.5627201772098e-08,0.0593781840166509,0,0.0593781840166509,3.57703064914493,0,0.0593781840166509,8.25146382171019,42.1837815264282,20.5144639713412,42.3029342940532,5.84002771686448,15.1550468380076,33.9679563613288,3.66978579881275,7.47311636580153,16.3907432034916,5.27854031473172,13.1699489227275,29.4259275881345,5.72011092291062,14.7285147574971,32.9928402034612,6.84789925022216,18.7177679528077,42.1218910431492,7.63069988994413,21.4987466936548,48.4806488182593
"9460",2016-02-02,"1",30,30,"Zinal",0.312875,0.674696274597996,14.6776639857281,39.8671534853087,0.773100985789159,0.110530859333766,NA,7.25810713624909e-05,NA,8.31670922338882e-05,NA,2.4265307146279e-06,NA,0.0573690182232814,NA,-0.0291205226315803,0.2571,0.293241701244813,2.12834209841952e-06,2.84235934166604e-08,0.0658574188207502,0,0.0658574188207502,3.58070445027529,0,0.0658574188207502,8.20038805889224,42.1678380792473,20.7260033162883,42.2776983265005,6.38531731120904,16.2365664500301,36.6332070509477,4.18745092483389,8.75972638014855,19.4592187167385,5.21821914509147,12.2590460661205,27.4943733478127,6.32952797997611,16.0504139755079,36.2041202144467,7.3456410314704,19.4997074690255,44.1320895136919,9.0291810113259,25.2405844466295,57.3172506245771
"3",2015-08-27,"1",60,30,"Zinal",0.276556395,4.11209424185791,2.701293434569,41.4802717789275,4.71184476886648,1.25343886492841,NA,-0.00452675574673873,NA,-0.00518698492525766,NA,-0.0011273916601438,NA,0.0342602453069506,NA,0.0300251616341,0.2935031975,0.193170670772822,5.29487443533526e-07,1.13724528395614e-05,6.55532303245642,0,6.55532303245642,1.91627293167314,0,6.55532303245642,4.76756818818031,44.7085920256025,-1.04979088769531,36.6306752662702,-1.01096676489877,16.01368737563,27.4914787239359,-2.41980665693348,0.957064628141083,-1.71962325527706,-1.50766971237692,11.9130089970634,19.8812132656756,-1.24130298406019,17.9584664386407,31.358979856131,-0.554046792183655,20.5739740711949,36.1714356150055,0.845963374693215,27.154544449411,49.2359922150138
"63",2015-08-28,"1",60,30,"Zinal",0.280491146,4.10815538065885,2.75941657398476,41.5438688727845,4.70733142324635,1.25276447208292,NA,-0.00469086270311209,NA,-0.00537502642031483,NA,-0.00117111185850589,NA,0.0354917089250044,NA,0.0311135029246734,0.2976177085,0.181860033687759,4.33053315086905e-07,1.13624599329166e-05,5.3567085769455,0,5.3567085769455,1.68832807970593,0,5.3567085769455,4.78990049273359,44.7635369586313,-1.04967865989674,36.6309771531645,-1.77287361056149,21.1829091533083,38.2633944040432,-2.87418079268214,7.18535414926895,10.8481988819138,-2.26817489837777,18.1772618289396,32.6376444846662,-1.99510467326505,23.14603603245,41.7497984615237,-1.33804475846002,25.430774783195,46.5229190800969,-0.136874486076149,29.756256117375,54.8926364800098
"123",2015-08-29,"1",60,30,"Zinal",0.279379688,4.10390331336962,2.81914203034312,41.6082609255541,4.70245919030731,1.25200731904249,NA,-0.00486072034816118,NA,-0.00556965886338118,NA,-0.00121649508464671,NA,0.03675985236559,NA,0.0322338473336378,0.297339844,0.182623872821577,4.39143532980005e-07,1.1351430960974e-05,5.42676969707764,0,5.42676969707764,1.69554385420807,0,5.42676969707764,4.81233457929114,44.8191727984154,-1.04950817217159,36.6314144542838,-0.670928913228722,12.1174215635341,20.7416210499899,-2.4569437229449,0.288879108280848,-2.51062046150004,-1.53702837165255,4.08793947308642,5.02979936483443,-0.422636024286328,9.43806852149641,15.4272133366301,0.194113756340249,19.9447240800581,36.1084039091691,0.775390375504033,27.1164107107184,49.9078524225401
"183",2015-08-30,"1",60,30,"Zinal",0.280440625,4.09933428698133,2.88053197000452,41.6734787865286,4.69722376966268,1.25116628397058,NA,-0.0050364493580137,NA,-0.00577101682795676,NA,-0.00126358418574196,NA,0.0380643441452087,NA,0.0333857102497189,0.2978703125,0.181165634725104,4.27568309626901e-07,1.13393525355159e-05,5.27810534450034,0,5.27810534450034,1.65954392556055,0,5.27810534450034,4.83486893011993,44.8755041273391,-1.04924986134528,36.6320481295099,-1.12867964498763,15.9271923623731,28.1520083859432,-3.003432835136,0.28535194608799,-2.42886198970967,-1.75736845729523,9.13305122827509,14.8501320766963,-1.21491533003005,16.8236806584318,29.9927327962305,-0.353480940531056,21.1272377974184,38.3638603087299,0.723207207655991,31.7980714581329,59.2163555570407
"243",2015-08-31,"1",60,30,"Zinal",0.277813542,4.09444477197477,2.9436480151888,41.7395553772738,4.69162111701152,1.25024028717905,NA,-0.00521816208504137,NA,-0.00597923378748576,NA,-0.00131242085390869,NA,0.039404664340793,NA,0.034568368276184,0.2966578125,0.184498751945021,4.54346193334461e-07,1.13262119915365e-05,5.60216463157415,0,5.60216463157415,1.79095168314328,0,5.60216463157415,4.85750208438336,44.9325342764482,-1.04885942459401,36.6329666686726,-0.795832317350003,13.8974198009612,24.2569975925729,-2.74084436770674,-1.6854229859246,-6.38194364874384,-1.53697334174335,7.12727259454251,10.8367256159516,-1.10095640950787,16.6671745884333,30.2415421591842,-0.000306902034805642,20.504535177069,37.1155423181989,1.04754163848932,30.0182228182315,55.7918795358797
"303",2015-09-01,"1",60,30,"Zinal",0.2765,4.08923146549744,3.00855068349483,41.8065255470063,4.68564744777903,1.24922829024305,NA,-0.0054059643546178,NA,-0.00619442627455215,NA,-0.00136304536952559,NA,0.040780081415197,NA,0.0357809079266479,0.2946875,0.189915067427386,5.00331766917851e-07,1.13119973980298e-05,6.16143203138581,0,6.16143203138581,1.86540483765907,0,6.16143203138581,4.88023266102312,44.9902652306172,-1.0482705946441,36.6342985363309,-0.786215234314058,14.212447025351,24.577496485185,-2.40874381895404,-0.91001451163409,-5.31152953973223,-1.43412248488345,11.6987197022867,19.3901847097451,-0.791303735086511,14.1229893267893,24.4787964722449,-0.494913307910224,19.9546149475994,35.9393729921812,0.904618636179725,27.457826652207,50.41192253881
"363",2015-09-02,"1",60,30,"Zinal",0.2765,4.0836912928495,3.07529876821692,41.8744258593699,4.6792992388192,1.24812929459916,3.268364809,-0.00559995084488389,3.74505707366181,-0.00641670627484235,0.980533669484304,-0.00141549517116038,-0.88,0.042189638429829,36.84,0.0370221534614089,0.2946875,0.189915067427386,5.00331766917851e-07,1.1296697563175e-05,6.15309849936385,0,6.15309849936385,1.87723106074559,0,6.15309849936385,4.90305938384623,45.0486975320837,-1.04738445457613,36.6362302090743,-0.756933888476072,14.1153579408321,24.4959549210372,-2.45090725469502,-1.63272442378995,-6.52787889485555,-1.75189136412513,4.29113601716891,5.28516309527556,-0.945616463244143,15.0422761612456,25.5247145100026,0.403557059766481,23.002419795348,41.9522863109086,1.0768470775514,28.7321812342659,53.6111401025244
"423",2015-09-03,"1",60,30,"Zinal",0.2765,4.07782140715956,3.14394866190441,41.9432943015616,4.67257322804337,1.24694233960492,NA,-0.00580020747020221,NA,-0.00664616985990137,NA,-0.00146980665232773,NA,0.0436321352970843,NA,0.038290698569057,0.294636979,0.190053947769709,5.01551984594081e-07,1.12803020335225e-05,6.15915266548435,0,6.15915266548435,1.93622143829966,0,6.15915266548435,4.92598110891341,45.1078301825697,-1.04605370491848,36.6390322564199,-0.800989608636231,14.7355234805834,25.7584729774695,-2.22329765131439,-2.28362411384983,-8.10850459478939,-1.62252927191526,9.33560125821285,15.0065787769517,-1.12327484809742,18.1843617968136,32.8172888988285,-0.184123978995411,22.142410010828,40.3614560081513,1.12216053447388,25.2625299617881,46.5131331850373
"483",2015-09-04,"1",60,30,"Zinal",0.276752604,4.0716191871453,3.21455362749614,42.0131699072188,4.66546641185417,1.245666500044,NA,-0.00600680808098942,NA,-0.00688290327410853,NA,-0.00152601268636354,NA,0.045106111802816,NA,0.0395848476968288,0.296152604,0.185887551244813,4.65842350355399e-07,1.12628010868299e-05,5.71175630753024,0,5.71175630753024,1.89757057996065,0,5.71175630753024,4.94899685431942,45.1676605442179,-1.04405963820124,36.643096907343,-0.650353085950654,13.7900809049503,24.2724718607791,-2.27583322752622,0.45100972404021,-2.35427551490381,-1.04475389806607,8.68947271051084,14.0058291649352,-0.777101634117439,15.7261245088582,28.010002624004,-0.120366268609268,18.065515195908,32.8116611146388,0.833326697239208,27.8659580301843,52.1384056984932
"543",2015-09-05,"1",60,30,"Zinal",0.2765,4.06508223287154,3.28716302347598,42.0840922854325,4.65797604028495,1.24430088306785,NA,-0.0062198119702563,NA,-0.00712697406089354,NA,-0.00158414268142779,NA,0.0466098358724058,NA,0.0409026371716792,0.2946875,0.189915067427386,5.00331766917851e-07,1.12441857182602e-05,6.12449628598801,0,6.12449628598801,1.91101010249462,0,6.12449628598801,4.97210583244908,45.2281842395718,-1.04107872242124,36.6489918335381,-0.497920777603949,12.5899337195088,21.7594549774888,-1.84253329160214,1.44150334113879,-0.525329766880294,-0.984726649259256,6.16304695659617,9.28464341737024,-0.542479851138042,13.2453936105447,22.9623149396022,0.125262822839293,17.3363019130952,31.0168075486155,0.722878139876567,25.0503308352416,46.7026441948264
"603",2015-09-06,"1",60,30,"Zinal",0.2765,4.05820835944073,3.36182149179796,42.1561010497605,4.65009960977003,1.24284462457297,NA,-0.00643926611038802,NA,-0.00737843590298233,NA,-0.00164422377223164,NA,0.048141285016489,NA,0.0422418035186733,0.2946875,0.189915067427386,5.00331766917851e-07,1.12244476197239e-05,6.11374531529016,0,6.11374531529016,1.9216184675811,0,6.11374531529016,4.99530748478409,45.2893950508322,-1.03663467491197,36.6575364282864,-1.09475983514034,18.3563978464389,33.1474143430031,-2.59070783834936,6.67553662282877,9.81603527805604,-1.57634229633554,12.1288682451306,20.7696836995443,-1.08710742806155,16.7614982758415,29.5872016379177,-0.428510982951184,22.7616500020955,41.9103438962824,0.389113468458166,31.7863579785526,59.9293920962017
"663",2015-09-07,"1",60,30,"Zinal",0.2765,4.05099558857584,3.43856811975465,42.2292351432784,4.6418348534999,1.24129688502204,NA,-0.00666520023956129,NA,-0.00763732253542123,NA,-0.00170627821657197,NA,0.0496981349637102,NA,0.0435997764206286,0.294914844,0.189290107261411,4.94866515826255e-07,1.12035791522339e-05,6.0357208204315,0,6.0357208204315,1.9318578585902,0,6.0357208204315,5.01860151932459,45.3512848186171,-1.03003088360198,36.6699084229848,-0.653202799971598,14.2848297999813,25.0997301322625,-2.07860209848764,-0.0484915057738183,-3.55267936415802,-1.19900482638782,9.00340987219394,14.5930556715455,-0.65255624122727,14.8310409452804,26.2500419797705,-0.267589564874547,20.3320010704383,36.8706412740424,0.912326357535873,26.4338619638401,49.4998507689041
"723",2015-09-08,"1",60,30,"Zinal",0.2765,4.043442138086,3.51743558942612,42.3035320585483,4.63317972935046,1.2396568447272,5.324362029,-0.00689762660506468,6.10092227909642,-0.00790364840561051,1.59734807558267,-0.00177032442205016,4.75,0.0512777505669282,44.56,0.0449736740245434,0.2946875,0.189915067427386,5.00331766917851e-07,1.11815733112405e-05,6.0903924865794,0,6.0903924865794,1.9417019020461,0,6.0903924865794,5.04198795067633,45.4138433404515,-1.02025745326587,36.6877895464251,-0.158751392311652,10.4756668420568,17.6965046289125,-1.95162067017783,0.129584118578704,-3.07313806424116,-0.533130828943243,4.7574038578995,5.93903738020467,-0.00647138562040794,10.5621733038922,18.4407258225978,0.429051906192156,13.4513579819339,23.6397854555175,0.915698490943324,27.0232595592797,50.7858752750628
"783",2015-09-09,"1",60,30,"Zinal",0.2765,4.03554640923841,3.5984493307374,42.3790269549504,4.62413240541314,1.23792369862538,NA,-0.00713653922992802,NA,-0.00817740595983328,NA,-0.00183637562600503,NA,0.0528771769294323,NA,0.0463602988347216,0.2951927085,0.188526268127593,4.88243716825461e-07,1.11584236850272e-05,5.93094365559583,0,5.93094365559583,1.97422661094545,0,5.93094365559583,5.06546714283861,45.4770582692012,-1.00586803138702,36.7135573928246,-0.0877105095092674,9.17419335383794,15.1523948690736,-1.80662310271238,-0.156955020860337,-3.67400247653796,-0.50454458752106,3.46117158546843,3.92894042374123,0.0707185516001179,7.84178725810586,12.4766746708967,0.485047734155453,13.2547661113451,22.8244346651814,0.936056568767886,25.6587447347246,48.428422356859
"843",2015-09-10,"1",60,30,"Zinal",0.2765,4.02730697209835,3.68162669634114,42.4557516800688,4.61469124319667,1.23609665058765,NA,-0.00738191138279394,NA,-0.0084585664499631,NA,-0.00190444044554082,NA,0.0544931323645848,NA,0.0477561353659869,0.2946875,0.189915067427386,5.00331766917851e-07,1.11341244063712e-05,6.06454796133515,0,6.06454796133515,2.02241469257844,0,6.06454796133515,5.08903985470918,45.5409150116589,-0.984825879260605,36.7505231630193,-0.867286795698605,16.7359797916851,30.4302013906258,-1.99949035389036,-0.433679834308979,-4.62627932648623,-1.57198238025618,11.6579455048529,20.822447977859,-1.21432383960475,19.1358247934075,35.0929492510763,-0.273942607582297,23.513311345474,44.2556785652168,0.783873715891824,27.4237338820865,51.8723449903857
"903",2015-09-11,"1",60,30,"Zinal",0.2765,4.0187225489396,3.76697617837937,42.5337337066793,4.60485477861797,1.2341749073177,NA,-0.00763369477121024,NA,-0.00874707230641002,NA,-0.00197452113577203,NA,0.0561220086891688,NA,0.0491573718514516,0.2946875,0.189915067427386,5.00331766917851e-07,1.11086700978136e-05,6.05068347864787,0,6.05068347864787,2.09245830536037,0,6.05068347864787,5.11270728830057,45.6053966274749,-0.954329749727526,36.8031948917622,-0.096464643115025,9.94837739725627,16.8296049791645,-1.78479163789884,-1.97765448533204,-7.29379450793813,-0.813614186674313,0.0419019336557949,-3.21601498432446,-0.0808345829781172,9.70126870654097,16.3690782129428,0.897742745854399,16.5336293789031,30.2300746835416,1.26370935915083,25.8731820002614,49.0213469205561
"963",2015-09-12,"1",60,30,"Zinal",0.276550521,4.00979199587279,3.85449668850594,42.6129950022061,4.59462170095098,1.23215767190838,NA,-0.00789181833156846,NA,-0.00904284359178164,NA,-0.00204661413985139,NA,0.0577598712967259,NA,0.050559855653586,0.296203125,0.18574867090249,4.64683666164277e-07,1.10820558110286e-05,5.60611532752829,0,5.60611532752829,1.97659495288363,0,5.60611532752829,5.13647113963673,45.6704837286139,-0.910652596280451,36.8775029084915,-0.538117657125788,13.6445124643525,24.545571872163,-1.44073673165082,-0.0645061168883902,-3.25042631761822,-0.845879188921813,11.1287723496116,19.5731935105864,-0.729588307237454,15.3368186506515,27.4920714387867,-0.378275666537351,16.9122512115379,31.3593763747099,0.949490028637223,23.2439548465502,44.0842446592207
"1023",2015-09-13,"1",60,30,"Zinal",0.2765,4.00051428288618,3.94417692320899,42.6935508530855,4.58399082995633,1.23004413713963,NA,-0.00815618573564388,NA,-0.00934576883375095,NA,-0.00212070922725941,NA,0.0594024641444756,NA,0.0519591730549365,0.2946875,0.189915067427386,5.00331766917851e-07,1.10542769609419e-05,6.02105656095896,0,6.02105656095896,1.99448324582588,0,6.02105656095896,5.16033365226971,45.7361543794995,-0.849063670587858,36.9808474593994,-0.444903317426883,13.1756059107278,23.5600266382069,-2.1141521511617,-1.98075389368946,-7.26361901373557,-1.05199915928256,5.44590255489,7.74866229962453,-0.691619122557277,15.6138880006216,28.1042928343014,0.249221212960404,18.5965431265273,34.8224242205684,1.11193688671993,29.9533332969293,57.8558466447907
"1083",2015-09-14,"1",60,30,"Zinal",0.274782292,3.99088847254257,4.03599483630873,42.7754086720108,4.57296109147127,1.22783347861558,NA,-0.00842667586728646,NA,-0.00965570942527973,NA,-0.00219678909045058,NA,0.0610452200938406,NA,0.0533506140563385,0.293828646,0.192276025,5.21359993116086e-07,1.102532925541e-05,6.25768298213124,0,6.25768298213124,2.16842637444703,0,6.25768298213124,5.18429767332234,45.8023839979959,-0.763953437990542,37.1217188351311,-0.642585604785106,15.8343197580016,28.8320494665539,-1.78152810078009,2.04504460696695,0.748009838377657,-1.15823595808424,12.1568097511233,21.001891236329,-0.52870989014802,14.8825335858199,26.9361145080336,-0.321296723601068,21.189294039446,39.7971468873551,0.788346418128115,26.9587969574038,51.6432458984892
"1143",2015-09-15,"1",60,30,"Zinal",0.274075,3.98091369762728,4.12991723939536,42.8585668211944,4.56153149179751,1.22552484785317,NA,-0.00870313853220295,NA,-0.00997249537106929,NA,-0.00227482917984499,NA,0.0626832763112288,NA,0.0547292386736154,0.293475,0.193248184647303,5.30195771325349e-07,1.09952086214446e-05,6.34635002252599,0,6.34635002252599,2.12846243509467,0,6.34635002252599,5.20836671192507,45.8691452573563,-0.649317262072001,37.3085446694892,-0.240415338705591,12.1615930601358,21.3567292416831,-0.98737146316387,5.24957528556116,6.70378578544869,-0.543267078815902,8.29806853696393,13.3645878446092,-0.247783370694135,12.5264967406642,22.2007265620185,0.0170080498315388,15.4022589595133,28.1217383359388,0.422513093229831,20.2466726589287,37.7287528479726
"1203",2015-09-16,"1",60,30,"Zinal",0.274075,3.97058913809255,4.22589954882418,42.9430134891784,4.549701091283,1.22311736544896,4.860950588,-0.0089853981614783,5.56992210116222,-0.0102959218407187,1.49884239152704,-0.00235479669544378,3.89,0.0643114890087818,44.23,0.0560898581632927,0.293475,0.193248184647303,5.30195771325349e-07,1.09639111291326e-05,6.32828535018756,0,6.32828535018756,2.13183672962934,0,6.32828535018756,5.23254499987184,45.9364079892557,-0.499722487175435,37.5474769356373,-0.141553329484461,11.4492219595434,20.1007310223156,-1.44056546640467,0.397107216101458,-2.62705442644893,-0.672301299318987,5.89681099749937,8.96453170899672,-0.10274832026047,10.5362144265642,18.1950506512057,0.318328194216085,17.4150171489907,32.430722611669,0.985166379019504,24.9616630931683,47.9493825726281
"1262",2015-09-17,"1",60,30,"Zinal",0.274075,3.95991399769454,4.32388569466458,43.0287256619464,4.53746897755145,1.220610114464,NA,-0.00927324798127959,NA,-0.0106257548890154,NA,-0.00243665093518017,NA,0.0659244682061399,NA,0.0574270872385825,0.293475,0.193248184647303,5.30195771325349e-07,1.09314329145727e-05,6.30953917403026,0,6.30953917403026,2.20396079814495,0,6.30953917403026,5.25683755427184,46.0041390880099,-0.311711920896008,37.8392678859945,-0.171862442106088,12.3067793915521,21.9641484184445,-1.30573246486132,-0.520072261759196,-4.54051742462431,-0.670779767980803,4.59104884544603,6.12267469768644,-0.54274797616311,14.6766007152299,27.0594813840787,0.59947707130638,17.4354140099234,32.5046040439056,1.12054617722678,24.5615225130853,47.1049675816873
"1321",2015-09-18,"1",60,30,"Zinal",0.2777125,3.94888748076721,4.42380820273499,43.1156682307437,4.52483423888861,1.21800213417944,NA,-0.00956645195628806,NA,-0.0109617222154658,NA,-0.00252034202985525,NA,0.0675165929845501,NA,0.0587354309004591,0.2970114585,0.183526592297718,4.46418104434046e-07,1.08977701033088e-05,5.29619209241807,0,5.29619209241807,1.962983309168,0,5.29619209241807,5.2812502419199,46.0723024160782,-0.0852733493126683,38.1762908881264,-0.394502310721145,12.6027324537058,23.0319137412932,-1.35872585678797,0.967450870720957,-1.32633991564343,-0.868783077433838,9.50515768603212,16.667644415233,-0.379465313119128,13.9177460287245,25.8792790728851,-0.194373385472271,16.4139643927826,30.8940138132469,0.771033308976114,23.2747438521812,45.2218692144729
"1380",2015-09-19,"1",60,30,"Zinal",0.274075,3.93750876962232,4.52558845564685,43.2037932787596,4.51179593834608,1.21529241438599,NA,-0.0098647431029468,NA,-0.0113035198379675,NA,-0.00260581182318259,NA,0.0690820556357747,NA,0.0600092281147993,0.293475,0.193248184647303,5.30195771325349e-07,1.08629187358918e-05,6.26999331597651,0,6.26999331597651,2.14608265515349,0,6.26999331597651,5.30578984504866,46.1408587109394,0.175303671657035,38.5416370768136,-0.245574847541986,13.6814659184567,25.1467191815161,-1.21464650483358,0.199012037350559,-3.08401292240277,-0.981889041160255,8.93599678518159,15.5518724743043,-0.364901417992638,13.2210452264814,23.8845773903459,0.187502901184892,21.6799452606557,41.7158276673614,1.14026439787537,23.7836481526676,46.0748795516208
"1439",2015-09-20,"1",60,30,"Zinal",0.274075,3.92577700310524,4.62913713280606,43.2930395864159,4.49835308916954,1.21247989037958,NA,-0.0101678240394886,NA,-0.0116508051991262,NA,-0.00269299279006676,NA,0.0706148978172604,NA,0.0612427644581021,0.293475,0.193248184647303,5.30195771325349e-07,1.0826874697334e-05,6.24918897357711,0,6.24918897357711,2.18274475702523,0,6.24918897357711,5.33046412805984,46.2097654934392,0.461825194527367,38.9118916750295,-0.350723210343123,15.7655040683909,29.5674121904974,-1.61321940224289,1.45378070779639,-0.30176097031514,-1.04639027543302,9.12467108623293,15.5938551717237,-0.401464907262318,15.1166982928529,27.8977420602433,0.185189365546575,22.1029850790275,42.5326472354959,1.24183945210272,28.4227309689446,55.8963975642333
"1498",2015-09-21,"1",60,30,"Zinal",0.274075,3.91369125687027,4.7343548228296,43.3833323903339,4.48450463219707,1.2095634388419,NA,-0.010475365372521,NA,-0.0120032015664788,NA,-0.00278180803660321,NA,0.0721090536009908,NA,0.0624303313738313,0.293475,0.193248184647303,5.30195771325349e-07,1.07896336523351e-05,6.22769372824754,0,6.22769372824754,2.25035240521037,0,6.22769372824754,5.35528190475942,46.2789769777188,0.763922073899813,39.2630671443339,-0.139773074512705,13.460399216335,24.870953879368,-1.19337326238691,0.649042154109839,-1.9545661045602,-0.851854283154769,7.57276706774469,13.5877388738477,-0.305608329947167,14.9488046058382,27.9007042825264,0.686532851367221,20.9565272667449,40.4849231257605,0.931029739663258,24.4287470966174,47.8574454020076
"1557",2015-09-22,"1",60,30,"Zinal",0.274075,3.9012505259651,4.8411327951417,43.4745834241626,4.4702494159037,1.20654187478831,NA,-0.0107870052570033,NA,-0.0123602945123147,NA,-0.00287217058504205,NA,0.0735583990493374,NA,0.063566219718754,0.293424479,0.193387064989626,5.31466529750156e-07,1.0751190988245e-05,6.22037809856735,0,6.22037809856735,2.28959420620803,0,6.22037809856735,5.38025310554339,46.3484439828606,1.07142321756013,39.5767757458027,0.0476109684555262,11.4343742893602,20.8154612638212,-0.923399580362797,0.888965027596203,-1.25548587012174,-0.256766777390167,7.5156808828831,12.2808831683926,-0.0554631482483334,11.1289968866811,19.6584044580964,0.420712543351676,15.5847101478044,29.802187133328,1.11492829449412,22.7724674121308,44.7029276685868
"1616",2015-09-23,"1",60,30,"Zinal",0.276196875,3.88845371033137,4.94935391097438,43.5666912605723,4.45558617978714,1.20341394976588,3.361582053,-0.0111023530264316,3.85187008855786,-0.0127216350671695,1.01200232801977,-0.00296398403382153,NA,0.0749568013508876,NA,0.0646448183279458,0.295596875,0.187415229512448,4.78721715032621e-07,1.07115417677851e-05,5.58238006103404,0,5.58238006103404,2.05661407619086,0,5.58238006103404,5.40538884389518,46.4181138464266,1.37635168068446,39.8435519322875,-0.0521794748830091,11.7216036651373,21.7202618752621,-0.956176419786135,-1.13503551919038,-5.23244038010566,-0.558289155917423,6.65498468824388,10.906143491982,-0.302823391130393,12.1829923150426,22.7997491451837,0.393424989875075,17.2889743627633,33.4269898804146,1.10444232506918,21.9518516737165,43.6846117846116
