"","date","column","depth","increment","variety","moisture","N2O","SP","d18O","N2ONvolume","N2ONarea","N2O_derivative","N2ONvolume_derivative","N2ONarea_derivative","SP_derivative","d18O_derivative","theta_w","theta_a","Ds","dCdZ","F","F_top_in","F_top_out","F_bottom_in","F_bottom_out","F_out","SP_bottom","d18O_bottom","SP_top","d18O_top","Nitrification_2.5%","Denitrification_2.5%","Reduction_2.5%","Nitrification_25%","Denitrification_25%","Reduction_25%","Nitrification_50%","Denitrification_50%","Reduction_50%","Nitrification_75%","Denitrification_75%","Reduction_75%","Nitrification_97.5%","Denitrification_97.5%","Reduction_97.5%"
"2050",2015-09-30,"2",7.5,15,"Probus",0.240226042,0.290608037961479,11.7604727016473,42.2594158275541,0.332993332088779,0.0613513939211241,-0.000359069374945237,-0.000411439812133386,-0.000150558089741772,0.031396256735709,-8.51237890912439e-06,0.240226042,0.339627581639004,3.47234466366668e-06,5.46773839486382e-07,2.06687799528833,0,2.06687799528833,13.4378816729629,0,2.06687799528833,9.15200292622103,35.6613718104162,15.1,49.6,5.3367980495956,16.2323136286776,31.7278956948263,5.63264765650792,18.1677197684833,35.6270771536591,6.15466459731119,21.5626700734179,42.4685685264135,6.83755882934321,25.9891452251281,51.3892621429623,7.11000068179472,27.752713149007,54.9382841120263
"2109",2015-10-01,"2",7.5,15,"Probus",0.237801042,0.290199077056487,11.8337938988408,42.2596328950225,0.332524724078475,0.0612607467256145,-0.000336859636760185,-0.000385990785296733,-0.000142402140389797,0.0315498472680783,-8.69132132881444e-06,0.237801042,0.346293816078838,3.70477012183165e-06,5.41321027419822e-07,2.1832348267301,0,2.1832348267301,13.7857867721941,0,2.1832348267301,9.2351347468372,35.7145578054018,15.1,49.6,5.23212400611277,14.5863916497803,28.3323769320061,5.37642743233478,15.5207463945117,30.2164244198856,5.59375169905896,16.9018165677556,33.0039831548098,6.88595895253554,25.1097266641154,49.5513209709846,6.94516563002693,25.4870802184612,50.3153690292529
"2168",2015-10-02,"2",7.5,15,"Probus",0.244217188,0.289811232008212,11.9065148236071,42.2598430026145,0.332080311680714,0.061184485429226,-0.000313932556733207,-0.00035971975088676,-0.000134336415671342,0.0316943660064658,-8.87143714142049e-06,0.244217188,0.32865607033195,3.11233814561645e-06,5.36149760109487e-07,1.81659108774933,0,1.81659108774933,12.7861210388128,0,1.81659108774933,9.31761229605903,35.7687901664325,15.1,49.6,4.10791114761285,8.72357779411151,16.6438383615082,4.18837696437484,9.28430899246314,17.776321656215,4.40250409037945,10.5901863180085,20.413675337858,5.58143529770147,17.9277898629005,35.2198382510854,6.27929458724465,22.2625315187062,43.9694729509344
"2227",2015-10-03,"2",7.5,15,"Probus",0.239417708,0.289445130420037,11.9786011056478,42.260046170904,0.331660814035073,0.061120958803206,-0.000290466609760255,-0.0003328312917918,-0.000126439432646271,0.0318294855742478,-9.04685938236254e-06,0.239417708,0.341849661618257,3.54865033829695e-06,5.312684056005e-07,2.05239754121628,0,2.05239754121628,13.5614113196056,0,2.05239754121628,9.39942126801376,35.8249332739326,15.1,49.6,3.84519471051496,5.75674053748946,10.5137847691542,4.70888104838664,11.0143905870506,21.1282510599733,5.31049819269539,14.6984975963206,28.5691273918566,6.28011160723569,20.5932511648825,40.4733787551226,7.23644163695633,26.4240355913436,52.2413844668675
"2286",2015-10-04,"2",7.5,15,"Probus",0.242095313,0.289101920108095,12.0500191726393,42.2602424203912,0.331267546367108,0.0610685376403429,-0.000266650079568686,-0.000305541064795828,-0.000118785247991706,0.0319548828483503,-9.22345501622059e-06,0.242095313,0.334489025466805,3.30029889451403e-06,5.26692268107929e-07,1.89231967310455,0,1.89231967310455,13.1101053385759,0,1.89231967310455,9.48054815486173,35.8837386762182,15.1,49.6,3.12433759564477,1.92394359249868,2.80919102811927,4.55442780752919,10.447509018731,20.0297310140617,5.2666855330701,14.7142068880415,28.6493109642107,5.48640940241569,16.0247649735178,31.2989571496705,6.47693846146978,21.9335870889572,43.2389132938984
"2345",2015-10-05,"2",7.5,15,"Probus",0.240428125,0.288783267690793,12.1207362882414,42.2604317714993,0.330902418372164,0.0610256505925762,-0.000242680366598785,-0.000278075374306819,-0.000111442760727044,0.0320702377858552,-9.40415752528464e-06,0.240428125,0.339072063018672,3.45344932225256e-06,5.22443569210572e-07,1.96415954905554,0,1.96415954905554,13.3932797853663,0,1.96415954905554,9.56098023085214,35.9458660866493,15.1,49.6,5.46928049190477,15.1408589451398,29.4530513067247,5.84935514325506,17.3569650445947,33.9363852755203,5.86975514450222,17.4758168525894,34.1712510307717,6.11083718294541,18.8942508702998,37.03769704557,6.99981594702699,24.0873685181425,47.5333558327572
"2404",2015-10-06,"2",7.5,15,"Probus",0.242651042,0.288491332297761,12.1907205886204,42.2606142445724,0.330567904089757,0.0609908147942877,-0.000218764043006563,-0.000250670805671461,-0.000104475217761759,0.0321752467713457,-9.58133985560069e-06,0.242651042,0.33296134719917,3.2503239935783e-06,5.18551097303478e-07,1.83485816573351,0,1.83485816573351,13.0074702998477,0,1.83485816573351,9.64070553577707,36.0119016790839,15.1,49.6,5.46875093054092,15.303822489446,29.8194705042858,5.52854456566121,15.6577410228425,30.5294956280115,6.40650470005202,20.6890376353521,40.7073255729287,6.61646444356523,21.915930405642,43.1921920100621,7.28128953745012,25.7043812360575,50.8531215001458
"2463",2015-10-07,"2",7.5,15,"Probus",0.240983854,0.288228713858907,12.25994111749,42.260789859872,0.330266982650573,0.0609626603756632,-0.000195116288885122,-0.000223574092251741,-9.79399583615976e-05,0.0322696045759894,-9.75969557883274e-06,0.240983854,0.337544384751037,3.40185833906355e-06,5.15049518118762e-07,1.90743390240723,0,1.90743390240723,13.2955396626754,0,1.90743390240723,9.71971285796927,36.0823724433241,15.1,49.6,5.55359882806533,15.0262354179511,29.179395726011,5.62095377345449,15.4007185501125,29.940560704527,6.09312290366646,18.0508333815952,35.2985985282451,6.77731715394805,21.9206707221714,43.1365140156958,7.37563518270431,25.2781814070083,49.929790861543
"2522",2015-10-08,"2",7.5,15,"Probus",0.238659896,0.287998376413447,12.3283678596773,42.2609586375749,0.330003050400086,0.0609399482742363,-0.000171960979352416,-0.000197041574564144,-9.18882984135321e-05,0.0323530241585443,-9.94098478435479e-06,0.238659896,0.343932858506224,3.62124572837115e-06,5.11978352179289e-07,2.01833792951169,0,2.01833792951169,13.6114316080643,0,2.01833792951169,9.79799171698262,36.1577562865443,15.1,49.6,5.13175782785483,11.8875300379902,22.7299337063829,5.44953929778087,13.6238917954622,26.2461659157618,6.25421435754443,18.0675886028415,35.2397320728683,6.37573659169466,18.7498289505235,36.6254836390453,6.89577644614148,21.6308902336726,42.4592160571565
"2581",2015-10-09,"2",7.5,15,"Probus",0.243661458,0.287803547892076,12.395971773218,42.2611205977701,0.329779806063927,0.0609215810669437,-0.000149530143690454,-0.000171339223197485,-8.63656060546043e-05,0.0324252240513846,-1.01169937217548e-05,0.243661458,0.330183751348548,3.16082170959255e-06,5.09380638561007e-07,1.75277722160472,0,1.75277722160472,12.8331825529629,0,1.75277722160472,9.87553234608731,36.2384880262946,15.1,49.6,4.43296083461168,8.84644244115034,16.6598494672398,5.04929127014404,12.1954662491066,23.4475994857837,5.51693170853934,14.729377988412,28.5792724240999,5.68943374366773,15.6836526769388,30.5097315780971,6.27186733913331,18.8222122708829,36.873317381292
"2640",2015-10-10,"2",7.5,15,"Probus",0.240327083,0.287647598837974,12.4627248199858,42.2612757604566,0.329601111780294,0.0609066068558328,-0.000128063800336915,-0.000146741923776601,-8.14114850145664e-05,0.0324859377476443,-1.02982829272769e-05,0.240327083,0.339349823703319,3.46288801778264e-06,5.07301317839653e-07,1.91244399428725,0,1.91244399428725,13.378365526302,0,1.91244399428725,9.95232567470443,36.3249616229726,15.1,49.6,4.17009469185508,6.47408044108955,11.7031616622077,5.01299901989202,10.9594695189104,20.799410997542,5.79352062851146,15.1260865201103,29.2476871723196,5.84953635540747,15.4293362875052,29.8651100927571,6.71192757683987,20.0161014035768,39.1628775937189
"2699",2015-10-11,"2",7.5,15,"Probus",0.237295833,0.287533903504595,12.5285999948603,42.2614241455406,0.329470833938806,0.0608942165352143,-0.000107809104341864,-0.000123533082775669,-7.70601126538801e-05,0.0325349097410159,-1.04731184717609e-05,0.237295833,0.347682616753112,3.75452706721519e-06,5.05785380061265e-07,2.06731092114599,0,2.06731092114599,13.8558675318452,0,2.06731092114599,10.0283633108962,36.4175290761649,15.1,49.6,4.78913827534106,8.86739031558363,16.4056539301657,5.53753476893782,12.799497869303,24.387115391545,5.72247614002882,13.7640013011345,26.340963180796,5.80360111640184,14.1788086315753,27.1822986090736,6.60285531862807,18.3673979793372,35.6811269126596
"2758",2015-10-12,"2",7.5,15,"Probus",0.233254167,0.287465687657167,12.593571353435,42.2615657728334,0.32939266878379,0.060883735035042,-8.90199073454067e-05,-0.000102003495377384,-7.33405665427992e-05,0.032571901246041,-1.0655581070199e-05,0.233254167,0.358793005653527,4.16956441268678e-06,5.04875835428898e-07,2.29170947194046,0,2.29170947194046,14.5126207104289,0,2.29170947194046,10.1036375240205,36.5164964373906,15.1,49.6,4.62434970129903,6.87641480676545,12.163591849302,6.46778743226273,16.3660307486243,31.4273347155318,7.37467916897766,21.0594005615332,40.9580512392956,7.43423451253126,21.3599960311042,41.5649377946161,7.95302990544524,24.0110490683025,46.9496372200205
"2817",2015-10-13,"2",7.5,15,"Probus",0.238154688,0.287445868165106,12.6576140382657,42.2617006620488,0.329369958611186,0.0608746073644584,-7.19554695956196e-05,-8.24501812471746e-05,-7.02772553165812e-05,0.0325966844778199,-1.0834523489889e-05,0.238154688,0.345321656431535,3.67021618862435e-06,5.04611575534741e-07,2.01619782944943,0,2.01619782944943,13.5884606794677,0,2.01619782944943,10.1781412276477,36.6221174136416,15.1,49.6,4.66809469547028,8.05254324296765,14.6493052757852,5.41646945860969,11.8402542325125,22.3417076924169,6.8784030422639,19.2490667158375,37.3901151440116,7.71245282472167,23.4729491450106,45.9750971483917,7.77323841445907,23.7787820694161,46.5906635587859
"2876",2015-10-14,"2",7.5,15,"Probus",0.235679167,0.287476890058682,12.7207043036559,42.2618288328008,0.329405505059875,0.0608663804620928,-5.68790161252374e-05,-6.51748902906615e-05,-6.78903884910103e-05,0.0326090535058957,-1.10122925166631e-05,0.235679167,0.352126771213693,3.91689228796341e-06,5.05025200782427e-07,2.15347069658005,0,2.15347069658005,14.0833081378226,0,2.15347069658005,10.2518679628317,36.7345850717196,15.1,49.6,6.10489757405722,14.3519960509397,27.2807932145328,6.98992488016329,18.7535291252178,36.2260623605105,7.29775116077755,20.3080909808458,39.3843735337629,7.93223225181392,23.447501143791,45.7693584731189,8.77349942679054,27.6558144522352,54.324659400664
"2935",2015-10-15,"2",7.5,15,"Probus",0.233001563,0.287560567092857,12.7828195389749,42.2619503046015,0.329501386421673,0.0608586819887933,-4.40562287584127e-05,-5.04818704569789e-05,-6.61963557524905e-05,0.0326088141337408,-1.11900615434371e-05,0.233001563,0.359487404616183,4.19652344884103e-06,5.06140894571431e-07,2.31230634070998,0,2.31230634070998,14.51237707863,0,2.31230634070998,10.3248118818146,36.8540222087722,15.1,49.6,5.123641629283,8.61276004000745,15.4289257531313,6.22539916213888,14.0231381492631,26.433909037671,7.06645799257881,18.1567098720158,34.8370369799871,7.51110585078102,20.3362213466777,39.273620630435,8.14345722602314,23.4352449759938,45.5720987496143
"2994",2015-10-16,"2",7.5,15,"Probus",0.241842708,0.28769793197794,12.8439382904992,42.2620650968587,0.329658786028087,0.0608511972689633,-3.3752853489223e-05,-3.86757226298487e-05,-6.52081658344972e-05,0.0325957922591814,-1.13684172666692e-05,0.241842708,0.335183427178423,3.32319164651429e-06,5.07972426372538e-07,1.83772199711447,0,1.83772199711447,12.9953286376701,0,1.83772199711447,10.3969677322364,36.9804710265773,15.1,49.6,5.14504724903413,10.3686801267126,19.2384694479456,5.32888926285389,11.2537000324739,21.0350489132507,5.49271097894968,12.057120407802,22.6714349608902,6.0560398118349,14.7780842191114,28.2076184940531,6.78384111398809,18.2958232863569,35.3687961251401
"3053",2015-10-17,"2",7.5,15,"Probus",0.23830625,0.287889102274526,12.9040402817659,42.2621732288742,0.329877838585969,0.0608436455957553,-2.62324545342928e-05,-3.00584625617246e-05,-6.49357885661961e-05,0.0325698368078794,-1.15479463828172e-05,0.23830625,0.344905018153527,3.6554767221803e-06,5.10521363660352e-07,2.03161883694241,0,2.03161883694241,13.6075247225232,0,2.03161883694241,10.4683308419126,37.1138828265841,15.1,49.6,5.03072662660915,8.7776749009729,15.771652954728,5.08417800326458,9.02482776876075,16.2728403452692,5.33685435131912,10.2399660854664,18.7466827804899,6.77699861328284,17.0949095872871,32.7052876885486,9.36858406955828,29.4400603839638,57.8374832215885
"3112",2015-10-18,"2",7.5,15,"Probus",0.235527604,0.288133167495916,12.9631064324235,42.2622747198413,0.330157500813784,0.0608357570629119,-2.17535587711266e-05,-2.49263032104056e-05,-6.53864413453229e-05,0.0325308093194709,-1.17257154095913e-05,0.235527604,0.352543412240664,3.93236161072358e-06,5.13775566612208e-07,2.19943525520627,0,2.19943525520627,14.0381249895768,0,2.19943525520627,10.5388971042294,37.2541085155837,15.1,49.6,5.92682066852952,12.1559108879353,22.4347675042062,7.3098108969693,18.6529402504774,35.6741585778629,7.35309476615489,18.8714521508883,36.1159530410487,7.48773501948019,19.482572589068,37.3649315195348,7.83059574200523,21.0921939830677,40.6430759027513
"3171",2015-10-19,"2",7.5,15,"Probus",0.232799479,0.288428102217955,13.0211188755617,42.2623695888432,0.330495451878488,0.0608272509747853,-2.05666168337993e-05,-2.35662629001379e-05,-6.65648337860229e-05,0.03247859729491,-1.19046578292813e-05,0.232799479,0.360042925985477,4.2181784333111e-06,5.17708029572732e-07,2.37735553376497,0,2.37735553376497,14.4678453460945,0,2.37735553376497,10.6086629642012,37.4008907613951,15.1,49.6,7.04603426694916,16.4718852483418,31.0097461415258,7.29721891559607,17.6247338966642,33.3615790941809,7.33913660308299,17.8246902897147,33.7634882580596,8.39942767351098,22.7252041544076,43.7526579427443,8.83675580198015,24.755848578396,47.8919956290232
"3230",2015-10-20,"2",7.5,15,"Probus",0.237598958,0.288770708984751,13.078060973499,42.2624578548509,0.330888027974015,0.060817816721886,-2.29105241863029e-05,-2.6252063029975e-05,-6.84732994963757e-05,0.0324131067160893,-1.20847736418874e-05,0.237598958,0.346849337448133,3.72461718671283e-06,5.22276119796675e-07,2.11770810817245,0,2.11770810817245,13.4415993416741,0,2.11770810817245,10.6776254052215,37.5538586464501,15.1,49.6,5.75444006588469,11.4096653669327,20.805464579376,7.29855081220611,18.4556362155942,35.1743619690235,7.40797057966024,18.9486712481553,36.179129350489,7.5986017048717,19.8239682856755,37.960772617991,8.77733783533228,25.2200626721468,48.9647259290869
"3289",2015-10-21,"2",7.5,15,"Probus",0.236032813,0.289156593558245,13.1339173320041,42.2625395367214,0.331330193960994,0.0608070978011689,-2.90091559465913e-05,-3.32400991191952e-05,-7.1111851081188e-05,0.0323342740731172,-1.22613692757454e-05,0.236032813,0.35115461156639,3.88096304720916e-06,5.27421247443264e-07,2.22833979786246,0,2.22833979786246,13.8885285463446,0,2.22833979786246,10.7457819365296,37.7125256183834,15.1,49.6,6.81628757208321,15.3690443049867,28.6712010640952,7.95181813023048,20.4872087493058,39.1129168336662,8.65047650549304,23.6397043957057,45.5453475138954,9.4431039063701,27.2208085074519,52.8532726914489,9.90387109575213,29.2934996681546,57.0816398478973
"3348",2015-10-22,"2",7.5,15,"Probus",0.232900521,0.289580173647187,13.1886738129241,42.2626146531961,0.331815553368851,0.0607946794200261,-3.90671958414493e-05,-4.47651918415469e-05,-7.44781692560242e-05,0.0322420477367054,-1.24350314273135e-05,0.232900521,0.35976516530083,4.2073411882147e-06,5.33068981962494e-07,2.44160514933362,0,2.44160514933362,14.377681837826,0,2.44160514933362,10.8131305814086,37.8762914185184,15.1,49.6,7.10295035603071,15.6405304765709,28.9507093950635,7.80009610410133,18.7434342628739,35.2866218166004,8.03677854522998,19.8093066260763,37.4643593872658,9.5890764467552,26.7136239592429,51.555308139439,9.9216451467506,28.1968283359517,54.5854916639051
"3407",2015-10-23,"2",7.5,15,"Probus",0.251239583,0.290034720739135,13.24231754519,42.2626832228987,0.332336396329013,0.0607800798649749,-5.32668589567467e-05,-6.1035783447999e-05,-7.85674842474343e-05,0.032136404825692,-1.26157339363775e-05,0.251239583,0.309351768724066,2.54366683116547e-06,5.39129609855128e-07,1.49292399794901,0,1.49292399794901,11.1878953427444,0,1.49292399794901,10.8796698661173,38.0444484761228,15.1,49.6,3.2793490835524,2.36002257300996,2.5695998489694,6.44103672892741,16.2458926395843,30.9316776239314,6.75104182037034,17.6166639556163,33.7227640490437,7.85135313713743,22.437584042886,43.5773289307969,8.68254111511926,26.0923099224686,51.0388537157052
"3466",2015-10-24,"2",7.5,15,"Probus",0.2437625,0.290512433132342,13.2948369341683,42.2627452643339,0.332883783258536,0.0607627455564516,-7.17631248287171e-05,-8.222978963944e-05,-8.33723844290699e-05,0.032017350326997,-1.27923295702356e-05,0.2437625,0.3299059906639,3.15196745188706e-06,5.45499108431227e-07,1.87180264615007,0,1.87180264615007,12.2406017306624,0,1.87180264615007,10.945398809552,38.2161929921862,15.1,49.6,6.0763127331327,13.0378991532017,23.9566728676924,7.28397717608692,18.2653905856738,34.6406755474999,7.45406830345342,19.0062843866891,36.156260111008,7.89091317240784,20.9039762274345,40.0296984516938,8.10493269822181,21.8281317674589,41.9232486809874
"3525",2015-10-25,"2",7.5,15,"Probus",0.240276563,0.291004536814614,13.3462216693255,42.2628007958859,0.333447660452169,0.0607420494670647,-9.46804235256835e-05,-0.000108489566811125,-8.88825516207435e-05,0.0318849046283223,-1.29712719899256e-05,0.240276563,0.339488701296681,3.46761403723803e-06,5.52060490861526e-07,2.08401915871016,0,2.08401915871016,12.8176722141461,0,2.08401915871016,11.010316913625,38.3906406152777,15.1,49.6,6.44164149411421,13.5868465335381,24.7874605368981,7.51562374556184,18.185207778443,34.1836575859404,7.88985976734087,19.7882876149063,37.4607920175268,8.09646023131657,20.6902403824589,39.3074632745574,8.66728465530062,23.1204308227833,44.2691872260306
"3584",2015-10-26,"2",7.5,15,"Probus",0.236133854,0.291501409556733,13.3964627301722,42.2628498358165,0.334017002274862,0.0607172923691413,-0.000122108299594548,-0.00013991786018026,-9.50844316446162e-05,0.0317391234658313,-1.31461075344097e-05,0.236133854,0.350876853630705,3.87074015213067e-06,5.5868546075644e-07,2.35421257175042,0,2.35421257175042,13.6130461659652,0,2.35421257175042,11.074424154338,38.5668462578706,15.1,49.6,5.50939414912632,8.37193111830973,13.7471625106117,6.66072979419205,13.2411157874823,23.7069200509393,8.1636454494183,19.6084136384965,36.7280590688358,8.59353473055599,21.4344108767527,40.4652567765449,9.65117986678255,25.9246183530385,49.6509602689561
"3643",2015-10-27,"2",7.5,15,"Probus",0.24679375,0.291992722567425,13.4455523904497,42.262892402264,0.33457997347716,0.0606877062142097,-0.0001540979789698,-0.000176573224803494,-0.00010196080977239,0.0315800791498626,-1.33250499540997e-05,0.24679375,0.321573197614108,2.89433364200693e-06,5.65236300898997e-07,1.78099592497905,0,1.78099592497905,12.080443381622,0,1.78099592497905,11.1377209735205,38.7438272465873,15.1,49.6,6.55319844550126,14.4226855384662,26.5231079194166,7.05680210818917,16.532017120341,30.8361300203205,7.65334540225374,19.0407123544729,35.9739176406538,8.17381329627515,21.2177581937015,40.4272967689613,8.26657994464825,21.601423144274,41.2155224096953
"3702",2015-10-28,"2",7.5,15,"Probus",0.243004688,0.292467593372101,13.4934842205269,42.2629285132419,0.335124104371371,0.0606524588456064,-0.000190658560030104,-0.000218466161630711,-0.000109490413100951,0.0314078750856668,-1.35045790702478e-05,0.243004688,0.331989187551867,3.21879904588148e-06,5.71567911628016e-07,2.00283877432105,0,2.00283877432105,12.5675437420063,0,2.00283877432105,11.2002082711966,38.9205886806491,15.1,49.6,6.38346674095423,12.7955593656418,22.8904453659257,6.68635871138198,14.0641131845676,25.4909200520223,6.76416907024077,14.374023618121,26.1268997835264,6.87880747401511,14.8491721563544,27.0958253108108,9.41502815246607,25.3679356048545,48.6327668451676
"3761",2015-10-29,"2",7.5,15,"Probus",0.242853125,0.292914743288068,13.5402530879712,42.262958186637,0.335636471274591,0.0606106592155581,-0.000231753924274765,-0.000265555281060227,-0.000117647406933045,0.0312226366796118,-1.36811747041058e-05,0.242853125,0.332405828578838,3.23228344106326e-06,5.7752991050757e-07,2.03220823253471,0,2.03220823253471,12.6049828958298,0,2.03220823253471,11.2618873985365,39.0961496253959,15.1,49.6,7.12063037734523,15.5099814702861,28.3150017994123,7.56666758431077,17.3413044980728,32.0669888702937,8.40123372793047,20.7658088281473,39.08283617518,9.44019856850612,25.0129364269376,47.7833012778195,10.6786483209235,30.0813806603295,58.1515487561322
"3820",2015-10-30,"2",7.5,15,"Probus",0.256695833,0.29332265301068,13.5858551562608,42.2629814402088,0.33610387478716,0.0605613623252739,-0.000277299908263457,-0.000317744241116645,-0.00012640093527478,0.0310245163261027,-1.38554235521319e-05,0.256695833,0.29435274123444,2.15533919160794e-06,5.82968706809067e-07,1.36787104477085,0,1.36787104477085,10.2945531046371,0,1.36787104477085,11.322760151341,39.2695686220298,15.1,49.6,5.97195912146793,13.2790701786373,24.4155927983981,6.41956646159551,15.08342671014,28.1107601790832,6.44601837103799,15.2120730022464,28.3760713182552,7.45706533106485,19.3105610935116,36.7735467807703,7.91152169699003,21.1645484449799,40.5720379234549
"3879",2015-10-31,"2",7.5,15,"Probus",0.250879348,0.293679710406406,13.6302878816066,42.2629982915883,0.336513009141405,0.0605035732309543,-0.000327161947663257,-0.000374878644376624,-0.000135714563359402,0.030813690474099,-1.40302590966159e-05,0.250879348,0.310342041286307,2.57090901017343e-06,5.87729472085411e-07,1.64493394627481,0,1.64493394627481,11.0708890065912,0,1.64493394627481,11.3828287640037,39.4399669699599,15.1,49.6,5.75201687072161,11.2259765194196,19.8255050037842,5.9716625292302,12.1097243900485,21.6364899865035,6.97814774493651,16.156720661385,29.93171068851,7.20878401889753,17.0854954506979,31.8357035970678,7.8956418332703,19.8485644324444,37.5053429510015
"3938",2015-11-01,"2",7.5,15,"Probus",0.246624,0.293974345608188,13.673550007854,42.2630087582762,0.336850617000706,0.0604362496546882,-0.000381152863386233,-0.000436744177041048,-0.000145545875439368,0.0305903613872049,-1.42050946411e-05,0.246624,0.322039834024896,2.90835673862185e-06,5.916579414425e-07,1.87327985022834,0,1.87327985022834,11.6491576213885,0,1.87327985022834,11.4420959038889,39.6065483395336,15.1,49.6,5.36992670320844,8.76755310304992,14.4503379713263,6.51459819264706,13.3267401022751,23.8005871441414,6.8359555937645,14.6184072447593,26.4485703762737,8.83191943115346,22.5664589644771,42.7530406252644,8.85212261084498,22.6419749871543,42.9085468045378
"3997",2015-11-02,"2",7.5,15,"Probus",0.244975,0.294195149873046,13.7156415594396,42.2630128576426,0.337103625652532,0.0603583029957238,-0.000439031899040566,-0.000503064954267675,-0.000155845996376642,0.0303547567036459,-1.4380516882042e-05,0.244975,0.326572873443983,3.04706658212964e-06,5.94601998307274e-07,1.97238911083842,0,1.97238911083842,11.868841441471,0,1.97238911083842,11.5005646660594,39.7686134909439,15.1,49.6,7.12868738225125,15.2397968592343,27.5341408525044,7.39504864343328,16.295298181894,29.6990119099995,7.71797398976569,17.5678852358846,32.3072124951246,9.13826239106916,23.1703595640314,43.8000019296286,10.302819131717,27.7709946428672,53.2442731169183
"4056",2015-11-03,"2",7.5,15,"Probus",0.254675,0.294330976309344,13.7565638323786,42.2630106069257,0.337259262426814,0.0602685978379383,-0.000500503758381671,-0.000573502378863181,-0.000166559177975853,0.0301071254760684,-1.45530056406941e-05,0.254675,0.299907935684647,2.29393096824606e-06,5.9641301745792e-07,1.48940135957163,0,1.48940135957163,10.4648644336807,0,1.48940135957163,11.5582385682835,39.9255691869797,15.1,49.6,4.66290489099873,7.07345914662629,11.2355774744898,5.25832385552657,9.40076774917084,16.010994859031,6.8591741191261,15.6626726238974,28.868401033481,6.86679711834829,15.6943805567143,28.9308029100241,9.14869726103292,24.6310578336159,47.2750206852767
"4115",2015-11-04,"2",7.5,15,"Probus",0.248865104,0.294371022403643,13.7963193832653,42.2630020232308,0.337305149259372,0.0601659503722233,-0.00056521842196956,-0.000647655737146754,-0.000177622508500797,0.0298477430117855,-1.47331214533001e-05,0.248865104,0.315879122821577,2.72700915030187e-06,5.96946965381913e-07,1.77217510557903,0,1.77217510557903,11.2896314339439,0,1.77217510557903,11.6151215462487,40.0769307612002,15.1,49.6,5.92399685638596,10.8216781284105,18.5045381044519,5.98475266094238,11.0590803806105,18.9956844651278,6.16945637843197,11.7736835429146,20.4656522989367,8.65222842114292,21.4147756805388,40.2666493078423,9.23397653560527,23.6670185855286,44.8857731095557
"4174",2015-11-05,"2",7.5,15,"Probus",0.2457025,0.294304896146965,13.834912016273,42.2629871235295,0.33722937846272,0.060049126473232,-0.000632772105134146,-0.000725062166865124,-0.000188965648546436,0.0295769048591377,-1.49032634261202e-05,0.2457025,0.324573003112033,2.98531319474092e-06,5.96065281959536e-07,1.93717125025566,0,1.93717125025566,11.7190792435296,0,1.93717125025566,11.6712179489059,40.2223182036733,15.1,49.6,6.16645863171898,11.0588239332801,18.7213915050442,6.68725476113377,13.0561578550739,22.8245001057144,7.35253095926251,15.6113622833448,28.0751247497811,7.42991616004259,15.9109466850966,28.6895806038015,10.4908925530903,27.6788969259344,52.8622901658796
"4233",2015-11-06,"2",7.5,15,"Probus",0.256089583,0.294122669338068,13.8723467681445,42.2629659246591,0.337020573803646,0.0599168404618034,-0.000702708513872351,-0.0008051987748001,-0.000200510703272004,0.0292949307676947,-1.50769255776882e-05,0.256089583,0.296019299844398,2.19628297002205e-06,5.93635591174237e-07,1.41935983906605,0,1.41935983906605,10.1800100427733,0,1.41935983906605,11.7265325338677,40.3614460207545,15.1,49.6,6.10010832593992,12.48577452407,22.2190123419295,7.11278905080075,16.3463468351955,30.1492412982899,7.25602930903073,16.8954937295149,31.2787356886226,7.89638644745775,19.3285983943893,36.2794614948407,8.38757230116867,21.2072970924739,40.1390425993917
"4292",2015-11-07,"2",7.5,15,"Probus",0.249420833,0.293814923184812,13.9086298911718,42.2629384433214,0.336667942755554,0.0597677558205691,-0.000774520884535012,-0.00088748508439285,-0.000212172236724641,0.0290021624881434,-1.52505877292563e-05,0.249420833,0.314351444553942,2.68329666742696e-06,5.89532309130823e-07,1.72210881716068,0,1.72210881716068,11.1907269105813,0,1.72210881716068,11.7810704627829,40.4941074885632,15.1,49.6,6.26110842760897,11.7485160871512,20.2121597420756,6.30423504440526,11.9094919290027,20.544030454392,7.40481254054922,16.0903189061297,29.1380831230191,7.92711899431369,18.0579583280188,33.1837937766266,10.3049849283664,27.0555398525834,51.6812100463337
"4351",2015-11-08,"2",7.5,15,"Probus",0.245379167,0.293372792499157,13.9437688341672,42.2629046960826,0.336161327139319,0.0596004892856649,-0.000847655242742359,-0.000971286083815343,-0.000223857355489478,0.0286989596654124,-1.54242498808243e-05,0.245379167,0.325461833454357,3.01264986020476e-06,5.83637233322095e-07,1.91414986532617,0,1.91414986532617,11.7583290327373,0,1.91414986532617,11.8348372966083,40.6201542385637,15.1,49.6,5.88249663421064,9.50207580689048,15.2733516649655,6.70448347890717,12.5892258033202,21.6209795057475,7.27478818487226,14.7316702995147,26.0273197290822,7.78147525570091,16.6277989138863,29.9280699688795,8.74895195763362,20.2711360088081,37.4196206415195
